paragraph,image,is_code,category,section,title,url,video_urls
"segundo lector (puertos 5-8).
Selecciona la tecla de menú.
1.
Selecciona “Configuración”. ⚙️
2.
El primer elemento en la pantalla de configuración es “Canales Antenas”. Aquí puedes
3.
escoger entre los tres canales disponibles: izquierda, suelo y derecha.
 
La configuración que escojas se aplicará a todas las antenas conectadas a ese equipo. El
canal suelo es el que aparecerá seleccionado por defecto.
Deberás cambiar la configuración de los canales cuando utilices antenas laterales",2_-_Configuracion_-_1_Canales_y_potencia_de_las_antenas_img23.png;2_-_Configuracion_-_1_Canales_y_potencia_de_las_antenas_img25.png,FALSE,Equipo de cronometraje TS,Configuracion,Canales y potencia de las antenas,,
"Deberás cambiar la configuración de los canales cuando utilices antenas laterales
conectadas a dos equipos distintos. Si en un cronometraje colocas una antena lateral
conectada a un equipo en la parte izquierda y otra antena lateral conectada a un equipo
distinto en la parte derecha, deberás configurar los canales derecho e izquierdo para que no
se produzcan interferencias entre ambos equipos de cronometraje.
 
Puedes configurar la potencia de las antenas conectadas a un equipo desde la",2_-_Configuracion_-_1_Canales_y_potencia_de_las_antenas_img23.png;2_-_Configuracion_-_1_Canales_y_potencia_de_las_antenas_img25.png,FALSE,Equipo de cronometraje TS,Configuracion,Canales y potencia de las antenas,,
"Puedes configurar la potencia de las antenas conectadas a un equipo desde la
pantalla de configuración.
Selecciona la tecla de menú.
1.
Selecciona “Configuración”. ⚙️
2.
El segundo elemento en la pantalla de configuración es “Canales Antenas”. Aquí
3.
puedes deslizar el cursor para bajar o subir la potencia de las antenas, hasta un
máximo de 31.5dBm. En el caso de modelos con frecuencia americana este máximo
será de 32.5 dBm.",2_-_Configuracion_-_1_Canales_y_potencia_de_las_antenas_img23.png;2_-_Configuracion_-_1_Canales_y_potencia_de_las_antenas_img25.png,FALSE,Equipo de cronometraje TS,Configuracion,Canales y potencia de las antenas,,
"Por norma general, recomendamos mantener la potencia de las antenas al máximo para el
cronometraje. Una excepción sería, por ejemplo, cuando se utilizan las antenas en espacios
cerrados, como durante las ferias, ya que la señal rebota.",2_-_Configuracion_-_1_Canales_y_potencia_de_las_antenas_img23.png;2_-_Configuracion_-_1_Canales_y_potencia_de_las_antenas_img25.png,FALSE,Equipo de cronometraje TS,Configuracion,Canales y potencia de las antenas,,
VIDEO Conexión del equipo a una red wifi - copia,,FALSE,Equipo de cronometraje TS,Conexión a red,VIDEO Conexión del equipo a una red wifi - copia,,https://youtu.be/_G_S4gN32yk
"Puedes desactivar un filtro activo en concreto o desactivarlos todos en lote desde la pantalla
de «Filtros activos».
Selecciona la tecla de menú.
1.
Selecciona «Filtrado».
2.
Selecciona «Ver filtros activos», abajo a la derecha.
3.",4_-_Filtrado_de_Chips_-_5_Eliminacion_de_filtros_img16.png;4_-_Filtrado_de_Chips_-_5_Eliminacion_de_filtros_img18.png;4_-_Filtrado_de_Chips_-_5_Eliminacion_de_filtros_img20.png,FALSE,Equipo de cronometraje TS,Filtrado de Chips,Eliminacion de filtros,,
"Para desactivar un filtro en concreto, haz clic en el aspa que aparece a la izquierda de
4.
dicho filtro.
Para desactivar todos los filtros, haz clic en «Eliminar todos», abajo a la izquierda.
5.
Haz clic en «Sí» en la ventana emergente.
6.
L
​os filtros que has eliminado habrán desaparecido de la pantalla de «Filtros activos». En la
pantalla de «Estadísticas de filtrado de chips» el indicador de estado de estos filtros estará
en naranja.",4_-_Filtrado_de_Chips_-_5_Eliminacion_de_filtros_img16.png;4_-_Filtrado_de_Chips_-_5_Eliminacion_de_filtros_img18.png;4_-_Filtrado_de_Chips_-_5_Eliminacion_de_filtros_img20.png,FALSE,Equipo de cronometraje TS,Filtrado de Chips,Eliminacion de filtros,,
"en naranja.
Las lecturas que no cumplan con los filtros activos no se enviarán a TSCloud pero se
quedarán almacenadas en el equipo. Puedes recuperarlas aplicando los filtros correctos y
rebobinando el equipo desde TSConnector; o descargando la sesión a un USB desde la
sección de «Sesiones Anteriores»",4_-_Filtrado_de_Chips_-_5_Eliminacion_de_filtros_img16.png;4_-_Filtrado_de_Chips_-_5_Eliminacion_de_filtros_img18.png;4_-_Filtrado_de_Chips_-_5_Eliminacion_de_filtros_img20.png,FALSE,Equipo de cronometraje TS,Filtrado de Chips,Eliminacion de filtros,,
"Para encender el equipo pulsa el botón de encendido durante 1 o 2 segundos. Tras la
pulsación, el botón pasará a estar iluminado en azul y el equipo comenzará su arranque
Para apagar el equipo:
Accede al menú.
1.
Haz clic en “Apagar Equipo”, en la esquina inferior izquierda.
2.
 
Haz clic en “Sí” en la ventana emergente.
3.

El equipo puede tardar unos segundos en apagarse.",1_-_Presentacion_del_Equipo_-_2_Encendido_y_apagado_img23.png;1_-_Presentacion_del_Equipo_-_2_Encendido_y_apagado_img25.png,FALSE,Equipo de cronometraje TS,Presentacion del Equipo,Encendido y apagado,,
VIDEO Cambio de la IP del equipo,,FALSE,Equipo de cronometraje TS,Conexión a red,VIDEO Cambio de la IP del equipo,,https://youtu.be/yYoy8wvKF8g
"El hardware del equipo de cronometraje tiene las siguientes partes:
Caja Nanuk externa de protección: caja aislante que, cerrada, protege al equipo de
1.
las inclemencias del tiempo y de golpes.
Pantalla táctil: pantalla VGA de 6.5 pulgadas desde la que podrás configurar el
2.
equipo y ver el estado del mismo.
Puertos UHF: conexiones donde irán conectados los cables de UHF hacia las antenas
3.
timingsense.
Conector de alimentación: conector que te permite tanto la carga del equipo como
4.",1_-_Presentacion_del_Equipo_-_3_Elementos_de_hardware_del_equipo_img29.png;1_-_Presentacion_del_Equipo_-_3_Elementos_de_hardware_del_equipo_img30.png,FALSE,Equipo de cronometraje TS,Presentacion del Equipo,Elementos de hardware del equipo,,
"3.
timingsense.
Conector de alimentación: conector que te permite tanto la carga del equipo como
4.
la conexión de fuentes de alimentación externa.
Conectores de red ethernet: dos puertos RJ-45 hacia redes externas de datos o hacia
5.
un segundo equipo timingsense.
Puerto USB: puerto que sirve para alimentar dispositivos externos a través de USB y
6.
también para realizar un backup de las lecturas y para exportar datos de las sesiones
anteriores.",1_-_Presentacion_del_Equipo_-_3_Elementos_de_hardware_del_equipo_img29.png;1_-_Presentacion_del_Equipo_-_3_Elementos_de_hardware_del_equipo_img30.png,FALSE,Equipo de cronometraje TS,Presentacion del Equipo,Elementos de hardware del equipo,,
"también para realizar un backup de las lecturas y para exportar datos de las sesiones
anteriores.
Botón de encendido: puedes usarlo tanto para encender el equipo como para forzar
7.
el apagado del mismo en caso de necesidad.",1_-_Presentacion_del_Equipo_-_3_Elementos_de_hardware_del_equipo_img29.png;1_-_Presentacion_del_Equipo_-_3_Elementos_de_hardware_del_equipo_img30.png,FALSE,Equipo de cronometraje TS,Presentacion del Equipo,Elementos de hardware del equipo,,
"Buzzer: elemento que indicará las lecturas registradas mediante un pitido agudo.
8.
Ranura de ventilación: puedes limpiar el filtro de ventilación levantando la tapa
9.
fijada con imanes.",1_-_Presentacion_del_Equipo_-_3_Elementos_de_hardware_del_equipo_img29.png;1_-_Presentacion_del_Equipo_-_3_Elementos_de_hardware_del_equipo_img30.png,FALSE,Equipo de cronometraje TS,Presentacion del Equipo,Elementos de hardware del equipo,,
"Debes configurar la empresa cronometradora de tus equipos. Esto te permitirá conectar el
equipo en remoto con las carreras de tu empresa ya configuradas en Sportmaniacs.
Selecciona la tecla de menú.
1.
Selecciona “Configuración”. ⚙️
2.
Haz clic en el [REF_IMAGEN_PERDIDA] de edición en la fila “Empresa Cronometradora”.
3.
 
Pulsa en el buscador e introduce el nombre de tu empresa.
4.
 
Haz clic en enter.
5.
Haz clic en el [REF_IMAGEN_PERDIDA] la lupa.
6.",2_-_Configuracion_-_5_Empresa_cronometradora_img23.png;2_-_Configuracion_-_5_Empresa_cronometradora_img25.png;2_-_Configuracion_-_5_Empresa_cronometradora_img27.png;2_-_Configuracion_-_5_Empresa_cronometradora_img29.png,FALSE,Equipo de cronometraje TS,Configuracion,Empresa cronometradora,,
"Selecciona tu empresa y haz clic en “Sí” en la ventana emergente.
7.
En el menú de configuración aparecerá el nombre de tu empresa en el campo de “Empresa
Cronometradora”.",2_-_Configuracion_-_5_Empresa_cronometradora_img23.png;2_-_Configuracion_-_5_Empresa_cronometradora_img25.png;2_-_Configuracion_-_5_Empresa_cronometradora_img27.png;2_-_Configuracion_-_5_Empresa_cronometradora_img29.png,FALSE,Equipo de cronometraje TS,Configuracion,Empresa cronometradora,,
VIDEO Cómo visualizar la pantalla del equipo en el ordenador,,FALSE,Equipo de cronometraje TS,Presentacion del Equipo,VIDEO Cómo visualizar la pantalla del equipo en el ordenador,,
"La opción de reiniciar estadísticas de filtros te permite poner a cero el contador de «Total
filtrados» que muestra, para cada filtro, el número de chips que cumplen con sus
condiciones.
 
Selecciona la tecla de menú.
1.
Selecciona «Filtrado».
2.
Selecciona «Reiniciar estadísticas», abajo a la izquierda.
3.
 
Haz clic en «Sí» en la ventana emergente.
4.",4_-_Filtrado_de_Chips_-_6_Reiniciar_las_estadisticas_img16.png;4_-_Filtrado_de_Chips_-_6_Reiniciar_las_estadisticas_img18.png,FALSE,Equipo de cronometraje TS,Filtrado de Chips,Reiniciar las estadisticas,,
"​
En la pantalla de «Estadísticas de filtrado de chips» el «Total filtrados» de los filtros
existentes habrá pasado a cero y el recuento de chips empezará de nuevo desde ese
momento.
Las lecturas que no cumplan con los filtros activos no se enviarán a TSCloud pero se
quedarán almacenadas en el equipo. Puedes recuperarlas aplicando los filtros correctos y
rebobinando el equipo desde TSConnector; o descargando la sesión a un USB desde la
sección de «Sesiones Anteriores»",4_-_Filtrado_de_Chips_-_6_Reiniciar_las_estadisticas_img16.png;4_-_Filtrado_de_Chips_-_6_Reiniciar_las_estadisticas_img18.png,FALSE,Equipo de cronometraje TS,Filtrado de Chips,Reiniciar las estadisticas,,
"Si el filtro que deseas aplicar no aparece en el listado de filtros predeterminados
puedes crearlo manualmente.
Podrás activar filtros de chips que ya han sido leídos / registrados por el equipo de
cronometraje en el que quieres activar los filtros manuales.
Por ejemplo, en una carrera concreta no estás recibiendo lecturas desde cualquiera de
nuestros equipos de cronometraje porque son chips que pertenecen a otra empresa, podrás",4_-_Filtrado_de_Chips_-_3_Activacion_de_filtros_manuales_img25.png;4_-_Filtrado_de_Chips_-_3_Activacion_de_filtros_manuales_img27.png;4_-_Filtrado_de_Chips_-_3_Activacion_de_filtros_manuales_img29.png;4_-_Filtrado_de_Chips_-_3_Activacion_de_filtros_manuales_img31.png,FALSE,Equipo de cronometraje TS,Filtrado de Chips,Activacion de filtros manuales,,
"nuestros equipos de cronometraje porque son chips que pertenecen a otra empresa, podrás
activar seleccionar ese filtro desde la pantalla del equipo, para que estos chips, si que se
envíen a TSConnector o a nuestro Cloud. 
Selecciona la tecla de menú.
1.
Selecciona «Filtrado».
2.
Selecciona «Ver filtros activos», abajo a la derecha.
3.
 
Selecciona «Añadir nuevo filtro».
4.",4_-_Filtrado_de_Chips_-_3_Activacion_de_filtros_manuales_img25.png;4_-_Filtrado_de_Chips_-_3_Activacion_de_filtros_manuales_img27.png;4_-_Filtrado_de_Chips_-_3_Activacion_de_filtros_manuales_img29.png;4_-_Filtrado_de_Chips_-_3_Activacion_de_filtros_manuales_img31.png,FALSE,Equipo de cronometraje TS,Filtrado de Chips,Activacion de filtros manuales,,
"Completa el código de empresa y el código de carrera del filtro que quieres crear.
5.
Selecciona «Guardar».
6.
 
Haz clic en «Sí» en la ventana emergente.
7.",4_-_Filtrado_de_Chips_-_3_Activacion_de_filtros_manuales_img25.png;4_-_Filtrado_de_Chips_-_3_Activacion_de_filtros_manuales_img27.png;4_-_Filtrado_de_Chips_-_3_Activacion_de_filtros_manuales_img29.png;4_-_Filtrado_de_Chips_-_3_Activacion_de_filtros_manuales_img31.png,FALSE,Equipo de cronometraje TS,Filtrado de Chips,Activacion de filtros manuales,,
"El filtro que acabas de activar aparecerá en el listado de la pantalla de «Filtros activos». En
la pantalla de «Estadísticas de filtrado de chips» el indicador de estado de este filtro estará
en verde.
Para crear un filtro en el cuál se incluyan todas las carreras de tu empresa debes, en el
paso 5, completar el código de tu empresa y dejar en blanco (00000000) el código de la
carrera. Esto creará un filtro cuyo valor para código de carrera sea «Todos».",4_-_Filtrado_de_Chips_-_3_Activacion_de_filtros_manuales_img25.png;4_-_Filtrado_de_Chips_-_3_Activacion_de_filtros_manuales_img27.png;4_-_Filtrado_de_Chips_-_3_Activacion_de_filtros_manuales_img29.png;4_-_Filtrado_de_Chips_-_3_Activacion_de_filtros_manuales_img31.png,FALSE,Equipo de cronometraje TS,Filtrado de Chips,Activacion de filtros manuales,,
"carrera. Esto creará un filtro cuyo valor para código de carrera sea «Todos».
Las lecturas que no cumplan con los filtros activos no se enviarán a TSCloud pero se
quedarán almacenadas en el equipo. Puedes recuperarlas aplicando los filtros correctos y
rebobinando el equipo desde TSConnector; o descargando la sesión a un USB desde la
sección de «Sesiones Anteriores»",4_-_Filtrado_de_Chips_-_3_Activacion_de_filtros_manuales_img25.png;4_-_Filtrado_de_Chips_-_3_Activacion_de_filtros_manuales_img27.png;4_-_Filtrado_de_Chips_-_3_Activacion_de_filtros_manuales_img29.png;4_-_Filtrado_de_Chips_-_3_Activacion_de_filtros_manuales_img31.png,FALSE,Equipo de cronometraje TS,Filtrado de Chips,Activacion de filtros manuales,,
VIDEO Envio de lecturas a traves de Cloud,,FALSE,Equipo de cronometraje TS,Cronometraje,VIDEO Envio de lecturas a traves de Cloud,,https://youtu.be/0XFLQsYA2xE
"Activando el modo bajo consumo de datos se reduce el número de peticiones que realiza a
internet.
Este modo resulta útil en carreras con limitaciones en la conexión a internet. Un ejemplo
son las carreras que se cronometran con conexión vía satélite, ya que que resultara muy
costoso que el equipo envíe y reciba datos cada segundo.
Sigue los siguientes pasos para activar el modo bajo consumo de datos en tu equipo.
Abre el menú.
1.
Selecciona “Configuración”. ⚙️
2.",2_-_Configuracion_-_7_Modo_bajo_consumo_de_datos_img25.png;2_-_Configuracion_-_7_Modo_bajo_consumo_de_datos_img27.png;2_-_Configuracion_-_7_Modo_bajo_consumo_de_datos_img29.png,FALSE,Equipo de cronometraje TS,Configuracion,Modo bajo consumo de datos,,
"Abre el menú.
1.
Selecciona “Configuración”. ⚙️
2.
Haz clic sobre la pestaña situada a la izquierda de «Modo bajo consumo de datos».
3.
La pestaña de activación cambiará de color a verde cuando el modo consumo de datos esté
activado. En la pantalla principal el [REF_IMAGEN_PERDIDA] TSCloud ahora está amarillo.",2_-_Configuracion_-_7_Modo_bajo_consumo_de_datos_img25.png;2_-_Configuracion_-_7_Modo_bajo_consumo_de_datos_img27.png;2_-_Configuracion_-_7_Modo_bajo_consumo_de_datos_img29.png,FALSE,Equipo de cronometraje TS,Configuracion,Modo bajo consumo de datos,,
"TS2 te mandará un aviso de que estás en modo bajo consumo de datos cuando realices
cualquier cambio en la configuración que requiera de conexión al cloud.",2_-_Configuracion_-_7_Modo_bajo_consumo_de_datos_img25.png;2_-_Configuracion_-_7_Modo_bajo_consumo_de_datos_img27.png;2_-_Configuracion_-_7_Modo_bajo_consumo_de_datos_img29.png,FALSE,Equipo de cronometraje TS,Configuracion,Modo bajo consumo de datos,,
"Repercusiones del modo bajo consumo de datos
Envío de lecturas: las lecturas se enviarán cada 30 segundos o cuando haya más de
100 lecturas en cola.
Envío de temperaturas, estado de las antenas y niveles de carga: cada 5
minutos.
Atención a peticiones de sincronismo remotas: cada 1 minuto.
Actualización de políticas de zonas horarias: nunca.
Si activas el modo bajo consumo de datos debes tener en cuenta que si un equipo se apaga o",2_-_Configuracion_-_7_Modo_bajo_consumo_de_datos_img25.png;2_-_Configuracion_-_7_Modo_bajo_consumo_de_datos_img27.png;2_-_Configuracion_-_7_Modo_bajo_consumo_de_datos_img29.png,FALSE,Equipo de cronometraje TS,Configuracion,Modo bajo consumo de datos,,
"Si activas el modo bajo consumo de datos debes tener en cuenta que si un equipo se apaga o
se desconecta de internet esta información no se mostrará en TSConnector hasta pasados
dos minutos.
Te recomendamos que dejes el equipo configurado completamente cuando aún tengas
conexión a internet por ethernet o wifi y que actives el modo bajo consumo de datos antes
de llegar a la localización.",2_-_Configuracion_-_7_Modo_bajo_consumo_de_datos_img25.png;2_-_Configuracion_-_7_Modo_bajo_consumo_de_datos_img27.png;2_-_Configuracion_-_7_Modo_bajo_consumo_de_datos_img29.png,FALSE,Equipo de cronometraje TS,Configuracion,Modo bajo consumo de datos,,
"Actualmente existen numerosas aplicaciones para la tecnología UHF RFID, por lo que en
algunas ocasiones se producen lecturas erróneas (o falsas) por algunas prendas deportivas. 
La forma que hemos encontrado para evitar estas lecturas erróneas es la activación de
filtros en los que únicamente se envíen los chips que elijas.
Todos los chips de timingsense tienen una numeración. Esa numeración se compone de un",,FALSE,Equipo de cronometraje TS,Filtrado de Chips,Introduccion,,
"Todos los chips de timingsense tienen una numeración. Esa numeración se compone de un
código de empresa, un código de carrera y un código de identificador de atleta único, que
muchas veces coincide con el dorsal.
Cuando haces un pedido de chips podrás realizarlo para una carrera concreta. La
numeración de estos se compone de: un número de empresa, siempre el mismo, y un
número para esa carrera en concreto. Si el pedido lo has realizado online en Sportmaniacs",,FALSE,Equipo de cronometraje TS,Filtrado de Chips,Introduccion,,
"número para esa carrera en concreto. Si el pedido lo has realizado online en Sportmaniacs
en la configuración de esa carrera se creará un filtro de forma automática que solo tendrás
que activar si quieres usarlo.
Tú podrás activar cualquiera de estos filtros (carrera o empresa) en cualquiera de tus
carreras. Además, para una carrera concreta, podrás activar varios filtros, por ejemplo,
podrás activar los filtros de 2 carreras, si has utilizado chips sobrantes de otra carrera. Te",,FALSE,Equipo de cronometraje TS,Filtrado de Chips,Introduccion,,
"podrás activar los filtros de 2 carreras, si has utilizado chips sobrantes de otra carrera. Te
explicaremos como activar los filtros a lo largo de esta asignatura.
Existen 2 formas de activación de filtros:
1. Activación de filtros en remoto mediante la configuración de carrera de Sportmaniacs. Te
explicaremos como hacerlo a lo largo de esta asignatura.
2. Configurar localmente en el equipo mediante la lectura de algún chip.",,FALSE,Equipo de cronometraje TS,Filtrado de Chips,Introduccion,,
VIDEO Sincronizacion Horaria,,FALSE,Equipo de cronometraje TS,Configuracion,VIDEO Sincronizacion Horaria,,
"Para el envío de lecturas localmente, deberás utilizar el programa intermedio TSConnector.
Sin él la recepción de lecturas en el PC no es posible. 
Existe un curso específico de manejo de TSCOnnector para que puedas utilizar los equipos
de cronometraje timingsense con otro programas de cronometraje que no sean copérnico.
El procedimiento para recibir las lecturas sería el siguiente:
 
Encender el equipo timingsense.
1.",,FALSE,Equipo de cronometraje TS,Cronometraje,Envio de lecturas localmente,,
"El procedimiento para recibir las lecturas sería el siguiente:
 
Encender el equipo timingsense.
1.
Conectar el equipo de cronometraje a la misma red WIFI en la que se encuentra el
2.
ordenador o por medio de un cable.
Iniciar el programa TSConnector.
3.
Seleccionar el programa de cronometraje al que vas a enviar las lecturas (Racetec,
4.
Cronometrar o cualquier otro por medio del socket)
Crea el nombre de la localización a la que quieres enviar las lecturas, por ejemplo.
5.
meta.",,FALSE,Equipo de cronometraje TS,Cronometraje,Envio de lecturas localmente,,
"Crea el nombre de la localización a la que quieres enviar las lecturas, por ejemplo.
5.
meta. 
Conecta el equipo de cronometraje timigsense.
6.",,FALSE,Equipo de cronometraje TS,Cronometraje,Envio de lecturas localmente,,
"Por medio de un cable RJ-45 puedes conectarte a cualquiera de los equipos timingsense o
que los equipos timingsense se conecten a internet.
De fábrica los equipos de cronometraje timingsense tienen una configuración de red con
una IP estática. Esto quiere decir, que si quieres conectarte a al por medido de un cable
RJ-45, el ordenador que quieres conectar al equipo deberá tener configurada una IP estática
en la misma subred en el equipo.",,FALSE,Equipo de cronometraje TS,Conexión a red,Conexion con el equipo por cable RJ-45,,
"en la misma subred en el equipo.
Si el cable está conectado a un router, puedes poner una IP dinámica o utilizar una IP
estática en la misma subred.
Para que el equipo pueda conectarse a internet por medio de un cable. es recomendable que
configures el equipo con una IP dinámica.",,FALSE,Equipo de cronometraje TS,Conexión a red,Conexion con el equipo por cable RJ-45,,
"Una vez has activado los filtros remotos o locales, las lecturas que no cumplan con los filtros
activos no se enviarán a TSCloud pero se quedarán almacenadas en el equipo.
Puedes recuperar estas lecturas aplicando los filtros correctos localmente y rebobinando el
equipo desde TSConnector; o descargando la sesión a un USB desde la sección de «Sesiones
Anteriores»
En el equipo podrás ver los filtros activos y realizar las distintas acciones siguiendo este
proceso:
Selecciona la tecla de menú.
1.",4_-_Filtrado_de_Chips_-_4_Funcionamiento_img23.png;4_-_Filtrado_de_Chips_-_4_Funcionamiento_img25.png;4_-_Filtrado_de_Chips_-_4_Funcionamiento_img27.png,FALSE,Equipo de cronometraje TS,Filtrado de Chips,Funcionamiento,,
"proceso:
Selecciona la tecla de menú.
1.
Selecciona «Filtrado». En la pantalla se abrirá la sección de «Estadísticas de filtrado
2.
de chips», donde aparecerán los distintos filtros disponibles a partir de los chips que
ha leído el equipo en esa sesión. Cada filtro cuenta con los siguientes elementos.
Indicador de estado: naranja si el filtro no está activo, verde si sí lo está.
1.
Código de empresa: valor numérico de cuatro dígitos hexadecimales.
2.",4_-_Filtrado_de_Chips_-_4_Funcionamiento_img23.png;4_-_Filtrado_de_Chips_-_4_Funcionamiento_img25.png;4_-_Filtrado_de_Chips_-_4_Funcionamiento_img27.png,FALSE,Equipo de cronometraje TS,Filtrado de Chips,Funcionamiento,,
